row_num,transect_dist_id,depth_cm,extract,fraction,replicate,soil_moist_type,p_conc_mgperkg,notes
524,4,50,H2O,Pi,2,field_fesh,1.043770,
525,4,50,H2O,Pi,3,field_fesh,1.055662,
526,4,100,H2O,Pi,1,field_fesh,0.762039,
527,4,100,H2O,Pi,2,field_fesh,0.785540,
528,4,100,H2O,Pi,3,field_fesh,0.767438,
529,5,10,H2O,Pi,1,field_fesh,0.850516,
530,5,10,H2O,Pi,2,field_fesh,0.840742,
531,5,10,H2O,Pi,3,field_fesh,0.838850,
532,5,30,H2O,Pi,1,field_fesh,0.815833,
533,5,30,H2O,Pi,2,field_fesh,0.801960,
534,5,30,H2O,Pi,3,field_fesh,0.842318,
535,5,50,H2O,Pi,1,field_fesh,1.544807,
536,5,50,H2O,Pi,2,field_fesh,1.587372,
537,5,50,H2O,Pi,3,field_fesh,1.668089,
538,5,100,H2O,Pi,1,field_fesh,1.248252,
539,5,100,H2O,Pi,2,field_fesh,1.239038,
540,5,100,H2O,Pi,3,field_fesh,1.285111,
541,6,10,H2O,Pi,1,field_fesh,0.497080,
542,6,10,H2O,Pi,2,field_fesh,0.542085,
543,6,10,H2O,Pi,3,field_fesh,0.508956,
544,6,30,H2O,Pi,1,field_fesh,0.411619,
545,6,30,H2O,Pi,2,field_fesh,0.393647,
546,6,30,H2O,Pi,3,field_fesh,0.368107,
547,6,50,H2O,Pi,1,field_fesh,0.457640,
548,6,50,H2O,Pi,2,field_fesh,0.453186,
549,6,50,H2O,Pi,3,field_fesh,0.405783,
550,6,100,H2O,Pi,1,field_fesh,1.850332,
551,6,100,H2O,Pi,2,field_fesh,1.990641,
552,6,100,H2O,Pi,3,field_fesh,2.044557,
553,1,10,NaHCO3,Pi,1,field_fesh,22.964203,
554,1,10,NaHCO3,Pi,2,field_fesh,17.659778,
555,1,10,NaHCO3,Pi,3,field_fesh,22.439506,
556,1,30,NaHCO3,Pi,1,field_fesh,13.726619,
557,1,30,NaHCO3,Pi,2,field_fesh,14.222524,
558,1,30,NaHCO3,Pi,3,field_fesh,14.139369,
559,1,50,NaHCO3,Pi,1,field_fesh,15.405786,
560,1,50,NaHCO3,Pi,2,field_fesh,14.490441,
561,1,50,NaHCO3,Pi,3,field_fesh,12.954627,
562,1,100,NaHCO3,Pi,1,field_fesh,31.886689,
563,1,100,NaHCO3,Pi,2,field_fesh,34.575024,
564,1,100,NaHCO3,Pi,3,field_fesh,33.227810,
565,2,10,NaHCO3,Pi,1,field_fesh,7.277330,
566,2,10,NaHCO3,Pi,2,field_fesh,6.960725,
567,2,10,NaHCO3,Pi,3,field_fesh,7.237370,
568,2,30,NaHCO3,Pi,1,field_fesh,21.028212,
569,2,30,NaHCO3,Pi,2,field_fesh,20.786389,
570,2,30,NaHCO3,Pi,3,field_fesh,22.054457,
571,2,50,NaHCO3,Pi,1,field_fesh,16.979412,
572,2,50,NaHCO3,Pi,2,field_fesh,16.615239,
573,2,50,NaHCO3,Pi,3,field_fesh,15.651793,
574,2,100,NaHCO3,Pi,1,field_fesh,20.202451,
575,2,100,NaHCO3,Pi,2,field_fesh,18.476209,
576,2,100,NaHCO3,Pi,3,field_fesh,22.628398,
577,3,10,NaHCO3,Pi,1,field_fesh,16.035078,
578,3,10,NaHCO3,Pi,2,field_fesh,11.695136,
579,3,10,NaHCO3,Pi,3,field_fesh,14.607384,
580,3,30,NaHCO3,Pi,1,field_fesh,11.230276,
581,3,30,NaHCO3,Pi,2,field_fesh,10.756906,
582,3,30,NaHCO3,Pi,3,field_fesh,10.265094,
583,3,50,NaHCO3,Pi,1,field_fesh,7.900452,
584,3,50,NaHCO3,Pi,2,field_fesh,7.856256,
585,3,50,NaHCO3,Pi,3,field_fesh,6.705636,
586,3,100,NaHCO3,Pi,1,field_fesh,7.146072,
587,3,100,NaHCO3,Pi,2,field_fesh,6.754404,
588,3,100,NaHCO3,Pi,3,field_fesh,6.862608,
589,4,10,NaHCO3,Pi,1,field_fesh,17.576163,
590,4,10,NaHCO3,Pi,2,field_fesh,17.121231,
591,4,10,NaHCO3,Pi,3,field_fesh,14.187593,
592,4,30,NaHCO3,Pi,1,field_fesh,7.707233,
593,4,30,NaHCO3,Pi,2,field_fesh,7.441155,
594,4,30,NaHCO3,Pi,3,field_fesh,6.626290,
595,4,50,NaHCO3,Pi,1,field_fesh,8.468754,
596,4,50,NaHCO3,Pi,2,field_fesh,8.263049,
597,4,50,NaHCO3,Pi,3,field_fesh,7.676183,
598,4,100,NaHCO3,Pi,1,field_fesh,5.777940,
599,4,100,NaHCO3,Pi,2,field_fesh,5.610620,
600,4,100,NaHCO3,Pi,3,field_fesh,5.007348,
601,5,10,NaHCO3,Pi,1,field_fesh,14.563380,
602,5,10,NaHCO3,Pi,2,field_fesh,11.926860,
603,5,10,NaHCO3,Pi,3,field_fesh,15.584461,
604,5,30,NaHCO3,Pi,1,field_fesh,8.135148,
605,5,30,NaHCO3,Pi,2,field_fesh,7.991892,
606,5,30,NaHCO3,Pi,3,field_fesh,8.124480,
607,5,50,NaHCO3,Pi,1,field_fesh,8.790468,
608,5,50,NaHCO3,Pi,2,field_fesh,8.616732,
609,5,50,NaHCO3,Pi,3,field_fesh,6.483132,
610,5,100,NaHCO3,Pi,1,field_fesh,13.920654,
611,5,100,NaHCO3,Pi,2,field_fesh,14.237031,
612,5,100,NaHCO3,Pi,3,field_fesh,6.716151,
613,6,10,NaHCO3,Pi,1,field_fesh,9.950566,
614,6,10,NaHCO3,Pi,2,field_fesh,9.726993,
615,6,10,NaHCO3,Pi,3,field_fesh,10.379585,
616,6,30,NaHCO3,Pi,1,field_fesh,5.823240,
617,6,30,NaHCO3,Pi,2,field_fesh,5.929920,
618,6,30,NaHCO3,Pi,3,field_fesh,5.756184,
619,6,50,NaHCO3,Pi,1,field_fesh,4.837734,
620,6,50,NaHCO3,Pi,2,field_fesh,4.803904,
621,6,50,NaHCO3,Pi,3,field_fesh,4.762385,
622,6,100,NaHCO3,Pi,1,field_fesh,2.996220,
623,6,100,NaHCO3,Pi,2,field_fesh,6.361212,
624,6,100,NaHCO3,Pi,3,field_fesh,3.137952,
625,1,10,NaOH,Pi,1,field_fesh,112.750302,
626,1,10,NaOH,Pi,2,field_fesh,114.092769,
627,1,10,NaOH,Pi,3,field_fesh,116.506351,
628,1,30,NaOH,Pi,1,field_fesh,67.669285,
629,1,30,NaOH,Pi,2,field_fesh,67.612165,
630,1,30,NaOH,Pi,3,field_fesh,70.710877,
631,1,50,NaOH,Pi,1,field_fesh,77.225168,
632,1,50,NaOH,Pi,2,field_fesh,82.461687,
633,1,50,NaOH,Pi,3,field_fesh,89.380848,
634,1,100,NaOH,Pi,1,field_fesh,239.729538,
635,1,100,NaOH,Pi,2,field_fesh,237.570440,
636,1,100,NaOH,Pi,3,field_fesh,254.037180,
637,2,10,NaOH,Pi,1,field_fesh,38.697062,
638,2,10,NaOH,Pi,2,field_fesh,43.226051,
639,2,10,NaOH,Pi,3,field_fesh,41.571227,
640,2,30,NaOH,Pi,1,field_fesh,110.586243,
641,2,30,NaOH,Pi,2,field_fesh,114.254925,
642,2,30,NaOH,Pi,3,field_fesh,123.119724,
643,2,50,NaOH,Pi,1,field_fesh,86.988130,
644,2,50,NaOH,Pi,2,field_fesh,86.712381,
645,2,50,NaOH,Pi,3,field_fesh,78.715738,
646,2,100,NaOH,Pi,1,field_fesh,46.562146,
647,2,100,NaOH,Pi,2,field_fesh,46.170846,
648,2,100,NaOH,Pi,3,field_fesh,43.431745,
649,3,10,NaOH,Pi,1,field_fesh,93.764082,
650,3,10,NaOH,Pi,2,field_fesh,95.999384,
651,3,10,NaOH,Pi,3,field_fesh,104.708359,
652,3,30,NaOH,Pi,1,field_fesh,45.838925,
653,3,30,NaOH,Pi,2,field_fesh,51.209839,
654,3,30,NaOH,Pi,3,field_fesh,47.972778,
655,3,50,NaOH,Pi,1,field_fesh,40.660524,
656,3,50,NaOH,Pi,2,field_fesh,38.299907,
657,3,50,NaOH,Pi,3,field_fesh,40.459009,
658,3,100,NaOH,Pi,1,field_fesh,23.704393,
659,3,100,NaOH,Pi,2,field_fesh,24.942276,
660,3,100,NaOH,Pi,3,field_fesh,28.080170,
661,4,10,NaOH,Pi,1,field_fesh,78.096243,
662,4,10,NaOH,Pi,2,field_fesh,76.226217,
663,4,10,NaOH,Pi,3,field_fesh,75.612391,
664,4,30,NaOH,Pi,1,field_fesh,35.794566,
665,4,30,NaOH,Pi,2,field_fesh,35.766008,
666,4,30,NaOH,Pi,3,field_fesh,35.708892,
667,4,50,NaOH,Pi,1,field_fesh,29.169045,
668,4,50,NaOH,Pi,2,field_fesh,30.297621,
669,4,50,NaOH,Pi,3,field_fesh,30.411905,
670,4,100,NaOH,Pi,1,field_fesh,37.693046,
671,4,100,NaOH,Pi,2,field_fesh,38.113498,
672,4,100,NaOH,Pi,3,field_fesh,38.997894,
673,5,10,NaOH,Pi,1,field_fesh,81.985701,
674,5,10,NaOH,Pi,2,field_fesh,69.275792,
675,5,10,NaOH,Pi,3,field_fesh,76.587947,
676,5,30,NaOH,Pi,1,field_fesh,38.890060,
677,5,30,NaOH,Pi,2,field_fesh,39.221126,
678,5,30,NaOH,Pi,3,field_fesh,33.636254,
679,5,50,NaOH,Pi,1,field_fesh,51.398450,
680,5,50,NaOH,Pi,2,field_fesh,57.299987,
681,5,50,NaOH,Pi,3,field_fesh,56.479530,
682,5,100,NaOH,Pi,1,field_fesh,9.556633,
683,5,100,NaOH,Pi,2,field_fesh,11.427852,
684,5,100,NaOH,Pi,3,field_fesh,8.541242,
685,6,10,NaOH,Pi,1,field_fesh,64.658882,
686,6,10,NaOH,Pi,2,field_fesh,66.684897,
687,6,10,NaOH,Pi,3,field_fesh,65.443602,
688,6,30,NaOH,Pi,1,field_fesh,28.814261,
689,6,30,NaOH,Pi,2,field_fesh,31.318817,
690,6,30,NaOH,Pi,3,field_fesh,28.468808,
691,6,50,NaOH,Pi,1,field_fesh,22.814145,
692,6,50,NaOH,Pi,2,field_fesh,24.092229,
693,6,50,NaOH,Pi,3,field_fesh,25.268647,
694,6,100,NaOH,Pi,1,field_fesh,14.794506,
695,6,100,NaOH,Pi,2,field_fesh,16.320270,
696,6,100,NaOH,Pi,3,field_fesh,15.715723,
697,1,10,HCl,Pi,1,field_fesh,131.120058,
698,1,10,HCl,Pi,2,field_fesh,140.199419,
699,1,10,HCl,Pi,3,field_fesh,137.933291,
700,1,30,HCl,Pi,1,field_fesh,86.897241,
701,1,30,HCl,Pi,2,field_fesh,93.161667,
702,1,30,HCl,Pi,3,field_fesh,89.177907,
703,1,50,HCl,Pi,1,field_fesh,92.739412,
704,1,50,HCl,Pi,2,field_fesh,89.128921,
705,1,50,HCl,Pi,3,field_fesh,93.160635,
706,1,100,HCl,Pi,1,field_fesh,49.585728,
707,1,100,HCl,Pi,2,field_fesh,50.257488,
708,1,100,HCl,Pi,3,field_fesh,53.034094,
709,2,10,HCl,Pi,1,field_fesh,43.652944,
710,2,10,HCl,Pi,2,field_fesh,43.652944,
711,2,10,HCl,Pi,3,field_fesh,43.652944,
712,2,30,HCl,Pi,1,field_fesh,132.525984,
713,2,30,HCl,Pi,2,field_fesh,139.602606,
714,2,30,HCl,Pi,3,field_fesh,137.056193,
715,2,50,HCl,Pi,1,field_fesh,117.531030,
716,2,50,HCl,Pi,2,field_fesh,119.126480,
717,2,50,HCl,Pi,3,field_fesh,119.246893,
718,2,100,HCl,Pi,1,field_fesh,82.014932,
719,2,100,HCl,Pi,2,field_fesh,83.653232,
720,2,100,HCl,Pi,3,field_fesh,76.483806,
721,3,10,HCl,Pi,1,field_fesh,149.355154,
722,3,10,HCl,Pi,2,field_fesh,150.995983,
723,3,10,HCl,Pi,3,field_fesh,153.208829,
724,3,30,HCl,Pi,1,field_fesh,120.551374,
725,3,30,HCl,Pi,2,field_fesh,119.076029,
726,3,30,HCl,Pi,3,field_fesh,119.753487,
727,3,50,HCl,Pi,1,field_fesh,84.397822,
728,3,50,HCl,Pi,2,field_fesh,90.025677,
729,3,50,HCl,Pi,3,field_fesh,59.781553,
730,3,100,HCl,Pi,1,field_fesh,80.994242,
731,3,100,HCl,Pi,2,field_fesh,79.158096,
732,3,100,HCl,Pi,3,field_fesh,81.934702,
733,4,10,HCl,Pi,1,field_fesh,121.333690,
734,4,10,HCl,Pi,2,field_fesh,123.391530,
735,4,10,HCl,Pi,3,field_fesh,93.130870,
736,4,30,HCl,Pi,1,field_fesh,80.746116,
737,4,30,HCl,Pi,2,field_fesh,86.847255,
738,4,30,HCl,Pi,3,field_fesh,84.374219,
739,4,50,HCl,Pi,1,field_fesh,80.918631,
740,4,50,HCl,Pi,2,field_fesh,73.925589,
741,4,50,HCl,Pi,3,field_fesh,81.244578,
742,4,100,HCl,Pi,1,field_fesh,60.365113,
743,4,100,HCl,Pi,2,field_fesh,58.275083,
744,4,100,HCl,Pi,3,field_fesh,58.410409,
745,5,10,HCl,Pi,1,field_fesh,111.208510,
746,5,10,HCl,Pi,2,field_fesh,105.326881,
747,5,10,HCl,Pi,3,field_fesh,109.043955,
748,5,30,HCl,Pi,1,field_fesh,80.889747,
749,5,30,HCl,Pi,2,field_fesh,80.217982,
750,5,30,HCl,Pi,3,field_fesh,85.920481,
751,5,50,HCl,Pi,1,field_fesh,72.933119,
752,5,50,HCl,Pi,2,field_fesh,69.738531,
753,5,50,HCl,Pi,3,field_fesh,74.396066,
754,5,100,HCl,Pi,1,field_fesh,64.592611,
755,5,100,HCl,Pi,2,field_fesh,65.284621,
756,5,100,HCl,Pi,3,field_fesh,65.660713,
757,6,10,HCl,Pi,1,field_fesh,91.692291,
758,6,10,HCl,Pi,2,field_fesh,93.201594,
759,6,10,HCl,Pi,3,field_fesh,94.488931,
760,6,30,HCl,Pi,1,field_fesh,73.321250,
761,6,30,HCl,Pi,2,field_fesh,73.575023,
762,6,30,HCl,Pi,3,field_fesh,73.216754,
763,6,50,HCl,Pi,1,field_fesh,65.094932,
764,6,50,HCl,Pi,2,field_fesh,64.326743,
765,6,50,HCl,Pi,3,field_fesh,64.884058,
766,6,100,HCl,Pi,1,field_fesh,29.686703,
767,6,100,HCl,Pi,2,field_fesh,29.253791,
768,6,100,HCl,Pi,3,field_fesh,29.447856,
